391250 	 114 	 242 	 254
391251 	 78 	 78 	 268
391252 	 268 	 74 	 268
391253 	 264 	 80 	 80
391254 	 264 	 240 	 236
391255 	 264 	 76 	 272
391256 	 264 	 78 	 270
391257 	 88 	 76 	 274
391258 	 72 	 76 	 272
391259 	 268 	 76 	 80
391260 	 266 	 82 	 1142
391261 	 246 	 76 	 80
391262 	 266 	 80 	 80
391263 	 268 	 80 	 276
391264 	 266 	 80 	 268
391265 	 130 	 76 	 272
391266 	 80 	 76 	 274
391267 	 266 	 76 	 270
391268 	 268 	 80 	 274
391269 	 74 	 78 	 274
391270 	 74 	 76 	 272
391271 	 806 	 78 	 272
391272 	 266 	 80 	 82
391273 	 74 	 268 	 250
391274 	 266 	 78 	 78
391275 	 266 	 74 	 274
391276 	 268 	 78 	 82
391277 	 242 	 76 	 80
391278 	 266 	 76 	 272
391279 	 266 	 78 	 274
391280 	 74 	 78 	 274
391281 	 76 	 74 	 272
391282 	 266 	 78 	 274
391283 	 266 	 82 	 274
391284 	 76 	 262 	 248
391285 	 268 	 80 	 270
391286 	 268 	 76 	 270
391287 	 272 	 78 	 84
391288 	 242 	 78 	 78
391289 	 268 	 80 	 272
391290 	 264 	 74 	 272
391291 	 80 	 80 	 272
391292 	 266 	 76 	 1150
391293 	 266 	 78 	 272
391294 	 264 	 76 	 276
391295 	 76 	 270 	 250
391296 	 268 	 76 	 82
391297 	 262 	 76 	 272
391298 	 74 	 78 	 270
391299 	 76 	 76 	 270
391300 	 262 	 76 	 274
391301 	 264 	 76 	 270
391302 	 266 	 76 	 274
391303 	 716 	 74 	 84
391304 	 268 	 74 	 268
391305 	 268 	 72 	 272
391306 	 82 	 264 	 252
391307 	 262 	 78 	 80
391308 	 264 	 72 	 270
391309 	 268 	 80 	 272
391310 	 76 	 74 	 284
391311 	 264 	 78 	 272
391312 	 262 	 78 	 270
391313 	 268 	 78 	 84
391314 	 244 	 76 	 80
391315 	 268 	 78 	 274
391316 	 268 	 76 	 268
391317 	 74 	 268 	 250
391318 	 266 	 76 	 274
391319 	 268 	 76 	 272
391320 	 270 	 80 	 78
391321 	 250 	 78 	 82
391322 	 266 	 76 	 270
391323 	 270 	 78 	 274
391324 	 74 	 1208 	 250
391325 	 264 	 80 	 82
391326 	 268 	 78 	 274
391327 	 266 	 76 	 82
391328 	 266 	 242 	 146
391329 	 268 	 78 	 274
391330 	 268 	 76 	 274
391331 	 72 	 74 	 268
391332 	 76 	 76 	 80
