slot 	 sqr 	 mod 	 mul
336894 	 240 	 242 	 242
336895 	 262 	 238 	 240
336896 	 260 	 236 	 1424
336897 	 272 	 244 	 244
336898 	 258 	 236 	 238
336899 	 258 	 234 	 240
336900 	 260 	 238 	 240
336901 	 256 	 234 	 240
336902 	 260 	 240 	 246
336903 	 256 	 238 	 242
336904 	 260 	 234 	 244
336905 	 260 	 240 	 242
336906 	 256 	 238 	 242
336907 	 1400 	 236 	 242
336908 	 262 	 238 	 244
336909 	 258 	 240 	 242
336910 	 260 	 238 	 242
336911 	 260 	 240 	 242
336912 	 260 	 238 	 240
336913 	 258 	 238 	 246
336914 	 70 	 262 	 244
336915 	 258 	 70 	 262
336916 	 262 	 70 	 266
336917 	 256 	 236 	 242
336918 	 504 	 238 	 244
336919 	 258 	 238 	 240
336920 	 258 	 238 	 242
336921 	 258 	 238 	 240
336922 	 260 	 240 	 242
336923 	 258 	 238 	 242
336924 	 256 	 236 	 242
336925 	 258 	 238 	 242
336926 	 256 	 236 	 242
336927 	 262 	 238 	 242
336928 	 260 	 236 	 1398
336929 	 258 	 238 	 240
336930 	 258 	 236 	 244
336931 	 262 	 240 	 240
336932 	 258 	 238 	 242
336933 	 260 	 236 	 244
336934 	 262 	 240 	 242
336935 	 262 	 240 	 240
336936 	 262 	 238 	 238
336937 	 262 	 240 	 244
336938 	 260 	 236 	 242
336939 	 1262 	 234 	 242
336940 	 258 	 236 	 240
336941 	 258 	 240 	 244
336942 	 256 	 238 	 242
336943 	 256 	 240 	 244
336944 	 264 	 242 	 242
336945 	 262 	 236 	 242
336946 	 256 	 244 	 242
336947 	 260 	 240 	 242
336948 	 256 	 242 	 242
336949 	 264 	 238 	 244
336950 	 426 	 234 	 246
336951 	 258 	 240 	 242
336952 	 260 	 238 	 242
336953 	 258 	 238 	 240
336954 	 262 	 240 	 244
336955 	 264 	 238 	 246
336956 	 258 	 240 	 242
336957 	 262 	 238 	 240
336958 	 260 	 240 	 244
336959 	 258 	 238 	 244
336960 	 258 	 236 	 1404
336961 	 258 	 236 	 240
336962 	 260 	 240 	 244
336963 	 258 	 236 	 242
336964 	 258 	 238 	 240
336965 	 260 	 238 	 240
336966 	 260 	 238 	 244
336967 	 258 	 238 	 242
336968 	 260 	 236 	 240
336969 	 260 	 236 	 242
336970 	 258 	 236 	 242
336971 	 1150 	 238 	 244
336972 	 258 	 240 	 242
336973 	 262 	 240 	 242
336974 	 256 	 238 	 244
336975 	 258 	 236 	 240
336976 	 260 	 238 	 244
336977 	 262 	 236 	 242
336978 	 260 	 240 	 244
336979 	 262 	 242 	 244
336980 	 258 	 240 	 244
336981 	 262 	 240 	 242
336982 	 282 	 238 	 244
336983 	 256 	 238 	 244
336984 	 262 	 238 	 242
336985 	 262 	 240 	 246
336986 	 260 	 240 	 240
336987 	 262 	 242 	 244
336988 	 260 	 240 	 244
336989 	 264 	 238 	 242
336990 	 262 	 242 	 246
336991 	 70 	 268 	 240
336992 	 68 	 70 	 1476
336993 	 260 	 70 	 266
336994 	 260 	 70 	 266
336995 	 262 	 70 	 266
336996 	 260 	 74 	 74
336997 	 262 	 70 	 262
336998 	 260 	 70 	 264
336999 	 262 	 238 	 240
337000 	 258 	 236 	 240
337001 	 260 	 240 	 244
337002 	 258 	 238 	 240
337003 	 1074 	 240 	 246
337004 	 258 	 238 	 240
337005 	 256 	 238 	 242
337006 	 260 	 238 	 240
337007 	 260 	 242 	 242
337008 	 262 	 240 	 240
337009 	 256 	 240 	 242
337010 	 258 	 240 	 240
337011 	 256 	 236 	 240
337012 	 258 	 238 	 242
337013 	 258 	 236 	 242
337014 	 260 	 242 	 244
337015 	 258 	 238 	 242
337016 	 260 	 240 	 244
337017 	 262 	 242 	 244
337018 	 262 	 238 	 246
337019 	 256 	 238 	 244
337020 	 264 	 238 	 242
337021 	 260 	 242 	 246
337022 	 260 	 238 	 244
337023 	 258 	 234 	 242
337024 	 258 	 1442 	 240
337025 	 270 	 236 	 246
337026 	 262 	 240 	 242
337027 	 258 	 240 	 244
337028 	 256 	 236 	 244
337029 	 258 	 240 	 244
337030 	 262 	 242 	 244
337031 	 258 	 240 	 244
337032 	 260 	 242 	 246
337033 	 258 	 236 	 242
337034 	 260 	 240 	 240
337035 	 996 	 236 	 246
337036 	 258 	 234 	 242
337037 	 258 	 238 	 240
337038 	 258 	 240 	 240
337039 	 256 	 240 	 244
337040 	 264 	 236 	 244
337041 	 258 	 238 	 242
337042 	 260 	 236 	 244
337043 	 262 	 234 	 242
337044 	 262 	 238 	 246
337045 	 256 	 238 	 238
337046 	 258 	 238 	 244
337047 	 260 	 238 	 242
337048 	 258 	 238 	 242
337049 	 258 	 236 	 240
337050 	 256 	 236 	 240
337051 	 256 	 238 	 242
337052 	 258 	 238 	 240
337053 	 258 	 236 	 242
337054 	 256 	 238 	 240
337055 	 260 	 240 	 242
337056 	 258 	 1416 	 242
337057 	 272 	 238 	 240
337058 	 258 	 236 	 242
337059 	 264 	 236 	 242
337060 	 260 	 240 	 242
337061 	 260 	 238 	 240
337062 	 266 	 238 	 244
337063 	 258 	 234 	 242
337064 	 262 	 238 	 248
337065 	 256 	 242 	 242
337066 	 258 	 240 	 240
337067 	 812 	 238 	 240
337068 	 260 	 240 	 242
337069 	 258 	 240 	 242
337070 	 256 	 236 	 238
337071 	 262 	 240 	 246
337072 	 256 	 238 	 240
337073 	 72 	 266 	 246
337074 	 258 	 74 	 266
337075 	 258 	 72 	 266
337076 	 260 	 72 	 266
337077 	 262 	 236 	 240
337078 	 258 	 236 	 240
337079 	 258 	 238 	 240
337080 	 258 	 240 	 240
337081 	 258 	 236 	 244
337082 	 260 	 238 	 248
337083 	 258 	 238 	 242
337084 	 260 	 238 	 242
337085 	 256 	 238 	 240
337086 	 258 	 236 	 244
337087 	 262 	 238 	 242
337088 	 256 	 1418 	 242
337089 	 268 	 236 	 240
337090 	 260 	 238 	 240
337091 	 258 	 236 	 242
337092 	 258 	 240 	 242
337093 	 260 	 238 	 240
337094 	 256 	 240 	 242
337095 	 258 	 236 	 240
337096 	 258 	 236 	 240
337097 	 256 	 238 	 240
337098 	 260 	 238 	 240
337099 	 710 	 236 	 240
337100 	 258 	 238 	 240
337101 	 262 	 238 	 244
337102 	 258 	 240 	 242
337103 	 256 	 240 	 240
337104 	 256 	 236 	 242
337105 	 258 	 236 	 240
337106 	 260 	 238 	 246
337107 	 264 	 236 	 244
337108 	 256 	 242 	 240
337109 	 260 	 238 	 242
337110 	 256 	 236 	 240
337111 	 260 	 238 	 246
337112 	 262 	 240 	 246
337113 	 260 	 238 	 242
337114 	 260 	 238 	 240
337115 	 258 	 238 	 240
337116 	 258 	 238 	 244
337117 	 258 	 238 	 238
337118 	 256 	 236 	 240
337119 	 256 	 234 	 238
337120 	 256 	 1422 	 240
337121 	 256 	 236 	 244
337122 	 260 	 236 	 242
337123 	 256 	 236 	 242
337124 	 260 	 236 	 242
337125 	 260 	 242 	 242
337126 	 260 	 238 	 242
337127 	 262 	 236 	 246
337128 	 264 	 240 	 242
337129 	 258 	 236 	 242
337130 	 264 	 240 	 244
337131 	 672 	 238 	 244
337132 	 260 	 236 	 240
337133 	 258 	 238 	 244
337134 	 258 	 236 	 240
337135 	 256 	 236 	 240
337136 	 260 	 238 	 240
337137 	 256 	 238 	 242
337138 	 260 	 236 	 242
337139 	 258 	 238 	 240
337140 	 260 	 240 	 242
337141 	 258 	 238 	 1452
337142 	 270 	 236 	 240
337143 	 256 	 238 	 240
337144 	 260 	 238 	 244
337145 	 258 	 240 	 242
337146 	 258 	 238 	 242
337147 	 258 	 236 	 244
337148 	 256 	 238 	 240
337149 	 260 	 238 	 246
337150 	 260 	 236 	 242
337151 	 70 	 70 	 264
337152 	 1374 	 70 	 264
337153 	 262 	 70 	 266
337154 	 260 	 98 	 76
337155 	 258 	 70 	 262
337156 	 258 	 70 	 266
337157 	 258 	 70 	 266
337158 	 260 	 238 	 240
337159 	 260 	 240 	 244
337160 	 258 	 238 	 240
337161 	 256 	 238 	 242
337162 	 264 	 236 	 244
337163 	 560 	 238 	 244
337164 	 256 	 240 	 246
337165 	 258 	 242 	 242
337166 	 256 	 240 	 246
337167 	 260 	 240 	 240
337168 	 254 	 238 	 240
337169 	 258 	 236 	 244
337170 	 256 	 238 	 240
337171 	 260 	 236 	 246
337172 	 256 	 238 	 240
337173 	 258 	 238 	 1408
337174 	 262 	 240 	 242
337175 	 258 	 236 	 242
337176 	 256 	 236 	 240
337177 	 258 	 236 	 240
337178 	 260 	 236 	 242
337179 	 258 	 240 	 242
337180 	 260 	 238 	 242
337181 	 262 	 236 	 242
337182 	 260 	 238 	 240
337183 	 260 	 236 	 240
337184 	 1270 	 238 	 242
337185 	 260 	 238 	 244
337186 	 260 	 236 	 240
337187 	 256 	 238 	 242
337188 	 260 	 238 	 238
337189 	 256 	 236 	 242
337190 	 264 	 236 	 242
337191 	 262 	 240 	 240
337192 	 258 	 236 	 240
337193 	 258 	 240 	 242
337194 	 262 	 238 	 244
337195 	 388 	 240 	 240
337196 	 260 	 234 	 242
337197 	 260 	 236 	 242
337198 	 262 	 238 	 244
337199 	 262 	 242 	 242
337200 	 260 	 234 	 244
337201 	 260 	 238 	 244
337202 	 258 	 238 	 244
337203 	 262 	 240 	 242
337204 	 260 	 238 	 240
337205 	 262 	 238 	 1406
337206 	 260 	 238 	 242
337207 	 260 	 238 	 242
337208 	 258 	 240 	 242
337209 	 256 	 238 	 244
337210 	 262 	 242 	 242
337211 	 258 	 236 	 244
337212 	 260 	 240 	 240
337213 	 262 	 238 	 240
337214 	 262 	 236 	 246
337215 	 258 	 236 	 242
337216 	 1232 	 240 	 244
337217 	 258 	 238 	 244
337218 	 256 	 240 	 242
337219 	 256 	 236 	 240
337220 	 256 	 236 	 240
337221 	 258 	 236 	 242
337222 	 258 	 236 	 242
337223 	 258 	 240 	 240
337224 	 260 	 238 	 242
337225 	 256 	 238 	 242
337226 	 258 	 236 	 240
337227 	 312 	 238 	 242
337228 	 258 	 238 	 242
337229 	 260 	 236 	 242
337230 	 258 	 240 	 242
337231 	 258 	 238 	 242
337232 	 68 	 70 	 266
337233 	 262 	 70 	 264
337234 	 258 	 70 	 262
337235 	 260 	 70 	 74
337236 	 258 	 70 	 268
337237 	 264 	 70 	 1274
337238 	 258 	 70 	 266
337239 	 256 	 240 	 242
337240 	 260 	 236 	 240
337241 	 260 	 236 	 240
337242 	 260 	 240 	 244
337243 	 260 	 240 	 242
337244 	 260 	 238 	 244
337245 	 256 	 242 	 242
337246 	 258 	 238 	 242
337247 	 260 	 240 	 244
337248 	 1100 	 240 	 244
337249 	 260 	 238 	 242
337250 	 260 	 242 	 244
337251 	 258 	 234 	 242
337252 	 264 	 238 	 244
337253 	 262 	 242 	 242
337254 	 260 	 236 	 242
337255 	 256 	 242 	 240
337256 	 260 	 240 	 240
337257 	 256 	 240 	 242
337258 	 256 	 240 	 244
337259 	 262 	 236 	 240
337260 	 258 	 238 	 242
337261 	 256 	 236 	 242
337262 	 258 	 240 	 240
337263 	 258 	 236 	 240
337264 	 258 	 240 	 244
337265 	 258 	 238 	 240
337266 	 260 	 242 	 242
337267 	 262 	 240 	 244
337268 	 258 	 240 	 244
337269 	 258 	 1434 	 242
337270 	 270 	 240 	 242
337271 	 258 	 236 	 240
337272 	 258 	 236 	 240
337273 	 258 	 238 	 244
337274 	 262 	 238 	 240
337275 	 258 	 240 	 240
337276 	 262 	 236 	 242
337277 	 262 	 238 	 244
337278 	 256 	 236 	 244
337279 	 258 	 240 	 240
337280 	 946 	 238 	 244
337281 	 260 	 238 	 244
337282 	 256 	 238 	 240
337283 	 258 	 238 	 244
337284 	 258 	 238 	 240
337285 	 256 	 238 	 244
337286 	 262 	 238 	 244
337287 	 260 	 238 	 244
337288 	 264 	 240 	 242
337289 	 256 	 242 	 244
337290 	 258 	 236 	 242
337291 	 258 	 242 	 244
337292 	 260 	 242 	 244
337293 	 258 	 238 	 242
337294 	 260 	 242 	 242
337295 	 266 	 240 	 242
337296 	 262 	 240 	 244
337297 	 258 	 236 	 240
337298 	 262 	 242 	 246
337299 	 262 	 238 	 246
337300 	 260 	 238 	 244
337301 	 260 	 1444 	 242
337302 	 260 	 236 	 240
337303 	 258 	 242 	 242
337304 	 258 	 236 	 238
337305 	 258 	 238 	 242
337306 	 262 	 236 	 244
337307 	 258 	 240 	 240
337308 	 260 	 238 	 240
337309 	 264 	 240 	 244
337310 	 258 	 238 	 242
337311 	 258 	 238 	 242
337312 	 876 	 240 	 240
337313 	 68 	 260 	 196
337314 	 258 	 68 	 264
337315 	 260 	 70 	 264
337316 	 256 	 70 	 150
337317 	 258 	 70 	 264
337318 	 258 	 70 	 264
337319 	 258 	 70 	 266
337320 	 262 	 238 	 240
337321 	 258 	 238 	 242
337322 	 262 	 236 	 244
337323 	 258 	 242 	 242
337324 	 258 	 238 	 242
337325 	 258 	 238 	 240
337326 	 258 	 242 	 240
337327 	 266 	 238 	 246
337328 	 262 	 238 	 248
337329 	 260 	 238 	 244
337330 	 260 	 242 	 242
337331 	 262 	 240 	 242
337332 	 256 	 238 	 242
337333 	 260 	 1422 	 240
337334 	 272 	 236 	 244
337335 	 260 	 238 	 244
337336 	 260 	 238 	 240
337337 	 256 	 236 	 244
337338 	 260 	 240 	 242
337339 	 262 	 240 	 240
337340 	 258 	 236 	 242
337341 	 262 	 238 	 248
337342 	 258 	 240 	 242
337343 	 256 	 238 	 240
337344 	 786 	 240 	 242
337345 	 262 	 238 	 242
337346 	 258 	 238 	 240
337347 	 258 	 238 	 240
337348 	 256 	 236 	 240
337349 	 260 	 236 	 242
337350 	 258 	 238 	 240
337351 	 258 	 238 	 240
337352 	 262 	 238 	 244
337353 	 256 	 240 	 242
337354 	 258 	 236 	 240
337355 	 256 	 236 	 240
337356 	 258 	 240 	 238
337357 	 258 	 236 	 242
337358 	 256 	 238 	 240
337359 	 260 	 240 	 240
337360 	 262 	 242 	 248
337361 	 258 	 238 	 242
337362 	 258 	 236 	 238
337363 	 256 	 238 	 242
337364 	 258 	 238 	 240
337365 	 256 	 1420 	 244
337366 	 264 	 238 	 240
337367 	 256 	 238 	 240
337368 	 256 	 236 	 242
337369 	 256 	 240 	 240
337370 	 260 	 236 	 240
337371 	 260 	 242 	 246
337372 	 256 	 240 	 242
337373 	 258 	 238 	 242
337374 	 258 	 238 	 240
337375 	 256 	 234 	 242
337376 	 658 	 236 	 242
337377 	 260 	 236 	 242
337378 	 258 	 236 	 238
337379 	 258 	 238 	 240
337380 	 258 	 234 	 240
337381 	 260 	 236 	 244
337382 	 256 	 242 	 246
337383 	 256 	 236 	 242
337384 	 256 	 234 	 244
337385 	 256 	 240 	 240
337386 	 256 	 238 	 242
337387 	 260 	 236 	 244
337388 	 258 	 240 	 240
337389 	 258 	 240 	 240
337390 	 258 	 242 	 242
337391 	 258 	 240 	 242
337392 	 258 	 236 	 244
337393 	 172 	 242 	 242
337394 	 70 	 72 	 264
337395 	 256 	 72 	 262
337396 	 258 	 70 	 266
337397 	 1428 	 236 	 240
337398 	 258 	 238 	 240
337399 	 258 	 236 	 244
337400 	 260 	 238 	 240
337401 	 258 	 238 	 242
337402 	 258 	 238 	 240
337403 	 260 	 240 	 242
337404 	 256 	 240 	 240
337405 	 258 	 236 	 240
337406 	 256 	 238 	 244
337407 	 260 	 240 	 240
337408 	 524 	 236 	 238
337409 	 258 	 240 	 240
337410 	 258 	 236 	 240
337411 	 256 	 238 	 240
337412 	 256 	 236 	 242
337413 	 258 	 240 	 240
337414 	 262 	 238 	 242
337415 	 258 	 238 	 246
337416 	 258 	 234 	 242
337417 	 260 	 238 	 240
337418 	 258 	 238 	 1398
337419 	 258 	 240 	 246
337420 	 260 	 236 	 242
337421 	 266 	 242 	 248
337422 	 264 	 242 	 246
337423 	 258 	 234 	 242
337424 	 264 	 242 	 246
337425 	 260 	 240 	 242
337426 	 256 	 238 	 242
337427 	 256 	 238 	 242
337428 	 256 	 238 	 240
337429 	 1364 	 238 	 244
337430 	 258 	 240 	 240
337431 	 258 	 238 	 240
337432 	 260 	 236 	 242
337433 	 262 	 240 	 240
337434 	 258 	 238 	 242
337435 	 258 	 240 	 240
337436 	 260 	 238 	 240
337437 	 258 	 240 	 242
337438 	 258 	 236 	 238
337439 	 256 	 238 	 240
337440 	 480 	 236 	 240
337441 	 262 	 238 	 242
337442 	 260 	 236 	 240
337443 	 256 	 236 	 242
337444 	 262 	 238 	 240
337445 	 258 	 238 	 240
337446 	 262 	 240 	 244
337447 	 258 	 238 	 242
337448 	 258 	 238 	 242
337449 	 258 	 236 	 240
337450 	 256 	 238 	 1400
337451 	 260 	 240 	 242
337452 	 262 	 238 	 240
337453 	 256 	 240 	 246
337454 	 258 	 238 	 240
337455 	 258 	 240 	 242
337456 	 258 	 240 	 240
337457 	 256 	 236 	 244
337458 	 258 	 240 	 240
337459 	 260 	 238 	 242
337460 	 260 	 238 	 242
337461 	 1186 	 238 	 244
337462 	 258 	 240 	 244
337463 	 258 	 240 	 244
337464 	 256 	 236 	 244
337465 	 258 	 238 	 240
337466 	 260 	 236 	 242
337467 	 262 	 240 	 244
337468 	 258 	 238 	 246
337469 	 260 	 236 	 238
337470 	 258 	 240 	 244
337471 	 68 	 262 	 240
337472 	 70 	 164 	 246
337473 	 256 	 70 	 264
337474 	 260 	 68 	 262
337475 	 258 	 198 	 74
337476 	 260 	 70 	 266
337477 	 258 	 70 	 262
337478 	 258 	 70 	 264
337479 	 258 	 236 	 240
337480 	 264 	 238 	 246
337481 	 260 	 240 	 244
337482 	 258 	 238 	 1400
337483 	 258 	 236 	 240
337484 	 256 	 238 	 242
337485 	 260 	 238 	 240
337486 	 258 	 238 	 244
337487 	 258 	 238 	 240
337488 	 260 	 240 	 242
337489 	 258 	 236 	 242
337490 	 256 	 236 	 240
337491 	 258 	 238 	 244
337492 	 258 	 236 	 240
337493 	 1086 	 238 	 242
337494 	 256 	 236 	 240
337495 	 260 	 240 	 242
337496 	 260 	 238 	 240
337497 	 260 	 238 	 244
337498 	 262 	 238 	 242
337499 	 258 	 238 	 238
337500 	 258 	 240 	 240
337501 	 264 	 238 	 248
337502 	 258 	 240 	 246
337503 	 258 	 240 	 240
337504 	 262 	 238 	 246
337505 	 258 	 242 	 246
337506 	 258 	 238 	 240
337507 	 260 	 240 	 244
337508 	 258 	 236 	 240
337509 	 260 	 240 	 244
337510 	 260 	 238 	 244
337511 	 260 	 240 	 240
337512 	 260 	 238 	 244
337513 	 258 	 236 	 240
337514 	 262 	 238 	 1406
337515 	 262 	 238 	 240
337516 	 256 	 236 	 246
337517 	 262 	 238 	 240
337518 	 260 	 236 	 242
337519 	 264 	 238 	 242
337520 	 258 	 242 	 242
337521 	 256 	 236 	 242
337522 	 258 	 242 	 242
337523 	 260 	 238 	 240
337524 	 258 	 238 	 244
337525 	 1020 	 238 	 244
337526 	 260 	 240 	 242
337527 	 258 	 236 	 240
337528 	 256 	 236 	 244
337529 	 262 	 236 	 242
337530 	 256 	 238 	 240
337531 	 260 	 238 	 242
337532 	 262 	 238 	 244
337533 	 258 	 240 	 242
337534 	 258 	 236 	 240
337535 	 258 	 238 	 240
337536 	 258 	 238 	 240
337537 	 258 	 236 	 242
337538 	 258 	 240 	 240
337539 	 260 	 238 	 244
337540 	 262 	 242 	 244
337541 	 260 	 236 	 240
337542 	 262 	 240 	 244
337543 	 256 	 240 	 242
337544 	 258 	 236 	 240
337545 	 256 	 236 	 240
337546 	 260 	 1420 	 244
337547 	 274 	 238 	 238
337548 	 256 	 238 	 244
337549 	 262 	 238 	 240
337550 	 260 	 236 	 240
337551 	 260 	 238 	 244
337552 	 260 	 238 	 242
337553 	 72 	 70 	 262
337554 	 260 	 70 	 264
337555 	 258 	 72 	 266
337556 	 236 	 70 	 72
337557 	 902 	 70 	 264
337558 	 256 	 70 	 264
337559 	 256 	 238 	 242
337560 	 262 	 240 	 244
337561 	 258 	 238 	 242
337562 	 258 	 240 	 240
337563 	 260 	 236 	 242
337564 	 258 	 238 	 240
337565 	 258 	 236 	 240
337566 	 256 	 240 	 242
337567 	 258 	 236 	 244
337568 	 258 	 240 	 244
337569 	 262 	 238 	 242
337570 	 258 	 240 	 242
337571 	 260 	 240 	 240
337572 	 264 	 240 	 242
337573 	 258 	 238 	 242
337574 	 258 	 238 	 242
337575 	 258 	 236 	 240
337576 	 256 	 236 	 240
337577 	 258 	 238 	 244
337578 	 262 	 1412 	 244
337579 	 260 	 236 	 242
337580 	 258 	 236 	 242
337581 	 258 	 238 	 242
337582 	 258 	 238 	 240
337583 	 258 	 238 	 242
337584 	 258 	 238 	 244
337585 	 262 	 238 	 244
337586 	 260 	 242 	 246
337587 	 258 	 240 	 242
337588 	 260 	 236 	 244
337589 	 750 	 236 	 240
337590 	 262 	 242 	 244
337591 	 262 	 240 	 246
337592 	 264 	 242 	 244
337593 	 258 	 234 	 242
337594 	 258 	 236 	 244
337595 	 258 	 238 	 240
337596 	 258 	 238 	 238
337597 	 256 	 236 	 242
337598 	 264 	 236 	 242
337599 	 260 	 236 	 240
337600 	 256 	 240 	 246
337601 	 264 	 236 	 244
337602 	 260 	 238 	 244
337603 	 256 	 238 	 242
337604 	 256 	 238 	 242
337605 	 262 	 240 	 240
337606 	 258 	 238 	 246
337607 	 258 	 240 	 240
337608 	 262 	 238 	 248
337609 	 258 	 238 	 242
337610 	 258 	 1420 	 240
337611 	 262 	 240 	 242
337612 	 260 	 236 	 240
337613 	 262 	 238 	 244
337614 	 258 	 240 	 242
337615 	 256 	 238 	 242
337616 	 258 	 236 	 240
337617 	 256 	 236 	 240
337618 	 258 	 238 	 242
337619 	 262 	 236 	 242
337620 	 258 	 240 	 242
337621 	 692 	 236 	 240
337622 	 260 	 238 	 240
337623 	 258 	 238 	 244
337624 	 258 	 238 	 242
337625 	 258 	 240 	 242
337626 	 258 	 238 	 242
337627 	 258 	 238 	 240
337628 	 262 	 238 	 248
337629 	 262 	 240 	 244
337630 	 256 	 240 	 242
337631 	 258 	 236 	 240
337632 	 258 	 236 	 240
337633 	 68 	 258 	 240
337634 	 68 	 72 	 264
337635 	 260 	 70 	 266
337636 	 254 	 72 	 266
337637 	 234 	 72 	 74
337638 	 260 	 70 	 266
337639 	 264 	 70 	 264
337640 	 256 	 70 	 264
337641 	 262 	 236 	 238
337642 	 1444 	 238 	 242
337643 	 274 	 238 	 242
337644 	 264 	 242 	 244
337645 	 256 	 238 	 244
337646 	 256 	 240 	 240
337647 	 262 	 236 	 238
337648 	 256 	 238 	 242
337649 	 260 	 242 	 240
337650 	 256 	 238 	 242
337651 	 258 	 238 	 240
337652 	 264 	 240 	 242
337653 	 608 	 236 	 242
337654 	 260 	 236 	 240
337655 	 258 	 236 	 244
337656 	 262 	 236 	 242
337657 	 258 	 242 	 240
337658 	 258 	 238 	 240
337659 	 262 	 238 	 244
337660 	 256 	 238 	 242
337661 	 258 	 238 	 240
337662 	 258 	 236 	 240
337663 	 256 	 236 	 1412
337664 	 262 	 238 	 240
337665 	 256 	 236 	 242
337666 	 258 	 240 	 240
337667 	 260 	 242 	 240
337668 	 256 	 240 	 244
337669 	 258 	 236 	 238
337670 	 256 	 238 	 242
337671 	 258 	 236 	 240
337672 	 260 	 236 	 242
337673 	 262 	 238 	 242
337674 	 1330 	 238 	 246
337675 	 264 	 238 	 244
337676 	 258 	 240 	 242
337677 	 258 	 240 	 240
337678 	 256 	 238 	 242
337679 	 262 	 238 	 242
337680 	 258 	 240 	 246
337681 	 258 	 240 	 244
337682 	 256 	 240 	 244
337683 	 262 	 240 	 244
337684 	 260 	 238 	 238
337685 	 462 	 240 	 244
337686 	 262 	 240 	 246
337687 	 258 	 238 	 240
337688 	 262 	 240 	 242
337689 	 258 	 240 	 242
337690 	 260 	 238 	 242
337691 	 258 	 236 	 244
337692 	 256 	 238 	 244
337693 	 256 	 238 	 244
337694 	 260 	 242 	 244
337695 	 258 	 238 	 1408
337696 	 262 	 236 	 244
337697 	 258 	 236 	 242
337698 	 258 	 238 	 242
337699 	 256 	 238 	 242
337700 	 258 	 238 	 242
337701 	 258 	 240 	 240
337702 	 262 	 238 	 242
337703 	 256 	 242 	 244
337704 	 258 	 238 	 240
337705 	 256 	 236 	 240
337706 	 1230 	 238 	 240
337707 	 260 	 238 	 240
337708 	 256 	 238 	 242
337709 	 258 	 236 	 240
337710 	 260 	 238 	 240
337711 	 256 	 236 	 240
337712 	 256 	 236 	 242
337713 	 258 	 236 	 240
337714 	 228 	 238 	 240
337715 	 68 	 70 	 262
337716 	 262 	 70 	 264
337717 	 344 	 70 	 262
337718 	 258 	 68 	 74
337719 	 258 	 70 	 270
337720 	 260 	 68 	 264
337721 	 256 	 70 	 264
337722 	 264 	 238 	 242
337723 	 256 	 240 	 246
337724 	 262 	 238 	 242
337725 	 262 	 242 	 242
337726 	 256 	 236 	 240
337727 	 258 	 242 	 1406
337728 	 262 	 242 	 244
337729 	 258 	 244 	 244
337730 	 260 	 242 	 244
337731 	 260 	 236 	 242
337732 	 258 	 238 	 240
337733 	 262 	 236 	 238
337734 	 258 	 236 	 246
337735 	 264 	 238 	 240
337736 	 260 	 240 	 242
337737 	 258 	 238 	 242
337738 	 1168 	 238 	 242
337739 	 262 	 236 	 244
337740 	 260 	 236 	 244
337741 	 262 	 238 	 242
337742 	 260 	 238 	 244
337743 	 258 	 238 	 242
337744 	 258 	 240 	 242
337745 	 262 	 238 	 244
337746 	 258 	 238 	 242
337747 	 260 	 238 	 240
337748 	 260 	 240 	 242
337749 	 284 	 238 	 240
337750 	 258 	 236 	 242
337751 	 262 	 238 	 242
337752 	 258 	 238 	 240
337753 	 260 	 240 	 242
337754 	 262 	 238 	 244
337755 	 258 	 236 	 242
337756 	 260 	 238 	 240
337757 	 260 	 236 	 242
337758 	 262 	 238 	 242
337759 	 256 	 1446 	 240
337760 	 238 	 234 	 240
337761 	 260 	 236 	 242
337762 	 260 	 236 	 246
337763 	 262 	 240 	 242
337764 	 260 	 240 	 240
337765 	 258 	 236 	 240
337766 	 256 	 242 	 244
337767 	 262 	 240 	 240
337768 	 260 	 238 	 240
337769 	 260 	 240 	 240
337770 	 1030 	 240 	 246
337771 	 258 	 240 	 246
337772 	 258 	 238 	 246
337773 	 256 	 236 	 242
337774 	 260 	 238 	 244
337775 	 260 	 238 	 244
337776 	 260 	 236 	 240
337777 	 258 	 236 	 242
337778 	 260 	 240 	 240
337779 	 258 	 234 	 244
337780 	 260 	 236 	 246
337781 	 258 	 242 	 240
337782 	 262 	 238 	 244
337783 	 260 	 240 	 246
337784 	 260 	 236 	 240
337785 	 260 	 238 	 244
337786 	 262 	 236 	 244
337787 	 262 	 238 	 242
337788 	 258 	 240 	 240
337789 	 258 	 238 	 242
337790 	 258 	 236 	 240
337791 	 256 	 1398 	 244
337792 	 258 	 240 	 242
337793 	 262 	 238 	 244
337794 	 260 	 240 	 246
337795 	 238 	 240 	 244
337796 	 70 	 70 	 262
337797 	 258 	 70 	 264
337798 	 260 	 70 	 266
337799 	 262 	 236 	 240
337800 	 260 	 238 	 244
337801 	 256 	 238 	 242
337802 	 894 	 236 	 246
337803 	 262 	 236 	 242
337804 	 258 	 236 	 242
337805 	 260 	 236 	 244
337806 	 262 	 240 	 248
337807 	 258 	 238 	 244
337808 	 258 	 240 	 244
337809 	 256 	 236 	 242
337810 	 260 	 238 	 240
337811 	 258 	 234 	 242
337812 	 260 	 236 	 244
337813 	 258 	 244 	 244
337814 	 260 	 236 	 240
337815 	 260 	 236 	 244
337816 	 256 	 240 	 240
337817 	 256 	 238 	 242
337818 	 260 	 240 	 244
337819 	 260 	 236 	 242
337820 	 256 	 238 	 242
337821 	 254 	 240 	 242
337822 	 264 	 238 	 242
