slot 	 sqr 	 mod 	 mul
288508 	 264 	 244 	 246
288509 	 262 	 244 	 244
288510 	 262 	 242 	 246
288511 	 264 	 1408 	 244
288512 	 268 	 242 	 246
288513 	 260 	 240 	 248
288514 	 262 	 242 	 252
288515 	 264 	 238 	 244
288516 	 262 	 244 	 246
288517 	 268 	 244 	 246
288518 	 264 	 242 	 246
288519 	 260 	 240 	 248
288520 	 266 	 244 	 250
288521 	 266 	 240 	 244
288522 	 846 	 242 	 248
288523 	 262 	 244 	 244
288524 	 262 	 248 	 250
288525 	 264 	 244 	 248
288526 	 264 	 244 	 248
288527 	 264 	 242 	 248
288528 	 268 	 242 	 246
288529 	 262 	 246 	 248
288530 	 264 	 244 	 250
288531 	 266 	 242 	 248
288532 	 264 	 246 	 246
288533 	 266 	 242 	 246
288534 	 266 	 242 	 248
288535 	 264 	 244 	 244
288536 	 264 	 242 	 248
288537 	 266 	 240 	 248
288538 	 266 	 238 	 244
288539 	 266 	 244 	 248
288540 	 262 	 246 	 250
288541 	 266 	 242 	 250
288542 	 266 	 248 	 248
288543 	 268 	 1410 	 242
288544 	 238 	 244 	 248
288545 	 264 	 238 	 244
288546 	 260 	 240 	 242
288547 	 262 	 244 	 246
288548 	 266 	 240 	 244
288549 	 262 	 240 	 244
288550 	 268 	 240 	 242
288551 	 264 	 238 	 246
288552 	 264 	 240 	 248
288553 	 260 	 240 	 244
288554 	 760 	 238 	 246
288555 	 262 	 242 	 244
288556 	 268 	 246 	 246
288557 	 262 	 238 	 250
288558 	 260 	 238 	 246
288559 	 266 	 240 	 246
288560 	 262 	 238 	 248
288561 	 260 	 238 	 250
288562 	 260 	 242 	 244
288563 	 264 	 248 	 248
288564 	 266 	 242 	 246
288565 	 260 	 238 	 244
288566 	 266 	 246 	 250
288567 	 266 	 244 	 246
288568 	 268 	 246 	 248
288569 	 72 	 76 	 268
288570 	 264 	 78 	 272
288571 	 266 	 76 	 268
288572 	 258 	 76 	 272
288573 	 262 	 74 	 78
288574 	 266 	 76 	 270
288575 	 260 	 76 	 1154
288576 	 262 	 242 	 248
288577 	 266 	 244 	 248
288578 	 260 	 244 	 248
288579 	 262 	 242 	 248
288580 	 264 	 244 	 246
288581 	 264 	 240 	 246
288582 	 262 	 240 	 246
288583 	 264 	 242 	 248
288584 	 266 	 246 	 248
288585 	 260 	 242 	 250
288586 	 704 	 244 	 248
288587 	 262 	 240 	 246
288588 	 268 	 244 	 244
288589 	 266 	 244 	 246
288590 	 266 	 240 	 244
288591 	 264 	 238 	 248
288592 	 264 	 242 	 244
288593 	 266 	 244 	 246
288594 	 266 	 240 	 244
288595 	 264 	 240 	 246
288596 	 264 	 238 	 248
288597 	 268 	 244 	 248
288598 	 264 	 238 	 246
288599 	 266 	 242 	 242
288600 	 264 	 240 	 250
288601 	 262 	 242 	 250
288602 	 266 	 240 	 248
288603 	 262 	 244 	 246
288604 	 266 	 240 	 244
288605 	 262 	 240 	 244
288606 	 266 	 246 	 250
288607 	 1374 	 242 	 250
288608 	 264 	 242 	 248
288609 	 266 	 242 	 248
288610 	 264 	 242 	 244
288611 	 266 	 242 	 248
288612 	 268 	 242 	 248
288613 	 266 	 242 	 248
288614 	 262 	 240 	 248
288615 	 262 	 246 	 246
288616 	 270 	 242 	 248
288617 	 264 	 246 	 248
288618 	 560 	 246 	 246
288619 	 266 	 244 	 246
288620 	 264 	 244 	 246
288621 	 264 	 244 	 246
288622 	 266 	 240 	 246
288623 	 266 	 244 	 248
288624 	 266 	 238 	 246
288625 	 262 	 240 	 248
288626 	 266 	 238 	 242
288627 	 262 	 244 	 246
288628 	 260 	 244 	 1394
288629 	 258 	 240 	 244
288630 	 260 	 240 	 246
288631 	 266 	 246 	 250
288632 	 262 	 244 	 248
288633 	 264 	 240 	 250
288634 	 262 	 242 	 248
288635 	 268 	 242 	 246
288636 	 264 	 242 	 242
288637 	 264 	 242 	 242
288638 	 264 	 244 	 248
288639 	 1310 	 240 	 246
288640 	 260 	 242 	 246
288641 	 264 	 246 	 246
288642 	 264 	 242 	 246
288643 	 266 	 240 	 250
288644 	 262 	 244 	 250
288645 	 260 	 240 	 250
288646 	 266 	 240 	 248
288647 	 260 	 242 	 250
288648 	 264 	 244 	 244
288649 	 264 	 244 	 250
288650 	 466 	 244 	 250
288651 	 72 	 76 	 266
288652 	 266 	 80 	 272
288653 	 266 	 76 	 270
288654 	 244 	 240 	 244
288655 	 266 	 242 	 244
288656 	 264 	 246 	 246
288657 	 264 	 242 	 246
288658 	 264 	 246 	 250
288659 	 264 	 242 	 250
288660 	 266 	 244 	 1402
288661 	 260 	 244 	 244
288662 	 266 	 242 	 248
288663 	 262 	 242 	 250
288664 	 264 	 246 	 246
288665 	 264 	 242 	 250
288666 	 262 	 248 	 252
288667 	 266 	 242 	 248
288668 	 262 	 244 	 246
288669 	 264 	 244 	 250
288670 	 258 	 240 	 248
288671 	 1254 	 240 	 244
288672 	 264 	 242 	 248
288673 	 262 	 238 	 246
288674 	 266 	 246 	 250
288675 	 260 	 240 	 242
288676 	 266 	 246 	 244
288677 	 266 	 240 	 244
288678 	 262 	 238 	 250
288679 	 268 	 242 	 242
288680 	 260 	 244 	 244
288681 	 266 	 240 	 246
288682 	 344 	 240 	 248
288683 	 264 	 240 	 250
288684 	 264 	 242 	 244
288685 	 266 	 240 	 248
288686 	 262 	 240 	 246
288687 	 264 	 238 	 250
288688 	 264 	 244 	 248
288689 	 264 	 240 	 250
288690 	 264 	 242 	 246
288691 	 264 	 242 	 250
288692 	 260 	 240 	 1396
288693 	 268 	 242 	 244
288694 	 264 	 246 	 248
288695 	 268 	 244 	 248
288696 	 268 	 242 	 246
288697 	 264 	 240 	 250
288698 	 262 	 242 	 244
288699 	 266 	 240 	 248
288700 	 264 	 238 	 248
288701 	 266 	 242 	 250
288702 	 264 	 242 	 244
288703 	 1102 	 244 	 248
288704 	 264 	 242 	 246
288705 	 264 	 242 	 248
288706 	 262 	 242 	 246
288707 	 266 	 244 	 246
288708 	 264 	 238 	 248
288709 	 262 	 242 	 244
288710 	 264 	 244 	 242
288711 	 264 	 246 	 250
288712 	 260 	 244 	 250
288713 	 264 	 244 	 250
288714 	 256 	 244 	 244
288715 	 266 	 246 	 250
288716 	 266 	 242 	 246
288717 	 264 	 246 	 250
288718 	 264 	 238 	 244
288719 	 266 	 244 	 246
288720 	 266 	 244 	 250
288721 	 266 	 242 	 250
288722 	 266 	 242 	 248
288723 	 268 	 242 	 244
288724 	 266 	 1446 	 248
288725 	 248 	 240 	 248
288726 	 264 	 244 	 246
288727 	 266 	 240 	 246
288728 	 264 	 252 	 244
288729 	 74 	 76 	 266
288730 	 268 	 76 	 270
288731 	 264 	 76 	 266
288732 	 262 	 80 	 272
288733 	 262 	 74 	 82
288734 	 266 	 76 	 270
288735 	 958 	 80 	 262
288736 	 268 	 246 	 244
288737 	 266 	 244 	 250
288738 	 262 	 238 	 242
288739 	 262 	 238 	 246
288740 	 240 	 258 	 272
288741 	 254 	 342 	 258
288742 	 262 	 240 	 244
288743 	 266 	 238 	 248
288744 	 262 	 240 	 246
288745 	 266 	 244 	 248
288746 	 264 	 242 	 248
288747 	 262 	 240 	 248
288748 	 260 	 242 	 252
288749 	 262 	 240 	 248
288750 	 266 	 244 	 248
288751 	 266 	 242 	 248
288752 	 264 	 244 	 246
288753 	 258 	 242 	 248
288754 	 264 	 242 	 246
288755 	 266 	 244 	 250
288756 	 268 	 1418 	 248
288757 	 238 	 242 	 248
288758 	 252 	 238 	 254
288759 	 302 	 340 	 354
288760 	 258 	 266 	 252
288761 	 266 	 236 	 254
288762 	 244 	 254 	 250
288763 	 290 	 242 	 246
288764 	 258 	 1216 	 278
288765 	 268 	 256 	 246
288766 	 240 	 240 	 244
288767 	 268 	 240 	 248
288768 	 250 	 244 	 246
288769 	 242 	 238 	 266
288770 	 352 	 242 	 244
288771 	 260 	 244 	 248
288772 	 262 	 246 	 246
288773 	 260 	 242 	 250
288774 	 262 	 238 	 244
288775 	 262 	 238 	 244
288776 	 264 	 240 	 248
288777 	 258 	 240 	 244
288778 	 262 	 246 	 248
288779 	 262 	 242 	 250
288780 	 260 	 242 	 248
288781 	 260 	 1410 	 246
288782 	 266 	 238 	 246
288783 	 268 	 238 	 246
288784 	 266 	 244 	 248
288785 	 266 	 242 	 248
288786 	 262 	 242 	 248
288787 	 266 	 242 	 248
288788 	 266 	 242 	 246
288789 	 264 	 242 	 248
288790 	 266 	 242 	 246
288791 	 266 	 246 	 250
288792 	 800 	 244 	 246
288793 	 264 	 248 	 248
288794 	 266 	 246 	 250
288795 	 266 	 238 	 244
288796 	 262 	 242 	 246
288797 	 258 	 238 	 244
288798 	 262 	 242 	 250
288799 	 264 	 238 	 242
288800 	 268 	 244 	 246
288801 	 262 	 242 	 246
288802 	 258 	 244 	 246
288803 	 142 	 240 	 246
288804 	 74 	 76 	 270
288805 	 266 	 76 	 274
288806 	 262 	 78 	 270
288807 	 266 	 262 	 80
288808 	 264 	 76 	 268
288809 	 262 	 74 	 268
288810 	 266 	 76 	 248
288811 	 260 	 240 	 250
288812 	 262 	 244 	 250
288813 	 264 	 1406 	 248
288814 	 242 	 240 	 244
288815 	 266 	 240 	 244
288816 	 262 	 240 	 246
288817 	 266 	 240 	 244
288818 	 264 	 244 	 250
288819 	 266 	 246 	 250
288820 	 268 	 244 	 248
288821 	 266 	 240 	 246
288822 	 264 	 244 	 248
288823 	 262 	 242 	 246
288824 	 662 	 244 	 248
288825 	 268 	 244 	 244
288826 	 262 	 240 	 248
288827 	 262 	 242 	 250
288828 	 262 	 244 	 248
288829 	 268 	 244 	 246
288830 	 264 	 244 	 248
288831 	 266 	 240 	 250
288832 	 266 	 244 	 248
288833 	 266 	 242 	 250
288834 	 262 	 242 	 248
288835 	 264 	 244 	 246
288836 	 264 	 242 	 244
288837 	 266 	 242 	 248
288838 	 266 	 242 	 248
288839 	 264 	 242 	 246
288840 	 262 	 238 	 242
288841 	 266 	 242 	 248
288842 	 266 	 248 	 244
288843 	 264 	 244 	 248
288844 	 264 	 240 	 250
288845 	 1468 	 244 	 246
288846 	 242 	 242 	 252
288847 	 266 	 240 	 244
288848 	 264 	 242 	 242
288849 	 264 	 244 	 248
288850 	 262 	 244 	 246
288851 	 264 	 242 	 246
288852 	 264 	 244 	 244
288853 	 264 	 244 	 246
288854 	 266 	 240 	 250
288855 	 264 	 246 	 252
288856 	 544 	 240 	 244
288857 	 266 	 240 	 248
288858 	 258 	 244 	 248
288859 	 268 	 242 	 246
288860 	 268 	 244 	 250
288861 	 258 	 242 	 246
288862 	 266 	 246 	 248
288863 	 262 	 246 	 246
288864 	 264 	 242 	 250
288865 	 264 	 242 	 248
288866 	 268 	 244 	 1406
288867 	 262 	 244 	 250
288868 	 264 	 246 	 246
288869 	 264 	 242 	 246
288870 	 268 	 242 	 248
288871 	 264 	 242 	 246
288872 	 264 	 242 	 248
288873 	 266 	 242 	 248
288874 	 264 	 240 	 250
288875 	 266 	 242 	 248
288876 	 266 	 240 	 248
288877 	 1350 	 244 	 248
288878 	 264 	 244 	 248
288879 	 262 	 240 	 246
288880 	 264 	 242 	 244
288881 	 262 	 242 	 248
288882 	 268 	 242 	 246
288883 	 268 	 244 	 248
288884 	 262 	 244 	 248
288885 	 74 	 262 	 246
288886 	 258 	 78 	 272
288887 	 264 	 76 	 272
288888 	 510 	 76 	 266
288889 	 272 	 78 	 82
288890 	 264 	 76 	 274
288891 	 262 	 76 	 266
288892 	 262 	 242 	 246
288893 	 238 	 240 	 246
288894 	 264 	 240 	 244
288895 	 262 	 242 	 248
288896 	 264 	 242 	 244
288897 	 260 	 242 	 244
288898 	 264 	 240 	 1394
288899 	 264 	 238 	 248
288900 	 264 	 244 	 252
288901 	 268 	 240 	 244
288902 	 260 	 242 	 252
288903 	 264 	 242 	 252
288904 	 260 	 240 	 242
288905 	 264 	 244 	 244
288906 	 260 	 240 	 244
288907 	 260 	 240 	 246
288908 	 260 	 238 	 246
288909 	 1196 	 240 	 248
288910 	 266 	 244 	 250
288911 	 262 	 246 	 248
288912 	 262 	 240 	 244
288913 	 262 	 244 	 250
288914 	 266 	 244 	 248
288915 	 266 	 244 	 250
288916 	 264 	 242 	 244
288917 	 266 	 242 	 250
288918 	 266 	 240 	 248
288919 	 264 	 242 	 248
288920 	 388 	 240 	 244
288921 	 268 	 242 	 250
288922 	 266 	 242 	 246
288923 	 264 	 242 	 248
288924 	 262 	 242 	 244
288925 	 266 	 238 	 246
288926 	 258 	 244 	 250
288927 	 268 	 242 	 246
288928 	 264 	 240 	 244
288929 	 260 	 238 	 248
288930 	 268 	 244 	 1396
288931 	 266 	 246 	 244
288932 	 262 	 244 	 246
288933 	 262 	 242 	 252
288934 	 266 	 242 	 244
288935 	 262 	 242 	 250
288936 	 268 	 240 	 246
288937 	 262 	 242 	 246
288938 	 264 	 240 	 246
288939 	 264 	 242 	 248
288940 	 262 	 238 	 246
288941 	 1138 	 240 	 244
288942 	 260 	 240 	 248
288943 	 262 	 242 	 246
288944 	 262 	 236 	 248
288945 	 264 	 242 	 246
288946 	 264 	 242 	 244
288947 	 260 	 238 	 246
288948 	 266 	 242 	 244
288949 	 258 	 240 	 244
288950 	 268 	 242 	 250
288951 	 264 	 240 	 248
288952 	 260 	 244 	 248
288953 	 264 	 244 	 248
288954 	 264 	 244 	 246
288955 	 266 	 242 	 250
288956 	 266 	 240 	 248
288957 	 266 	 246 	 244
288958 	 266 	 244 	 246
288959 	 268 	 242 	 246
288960 	 260 	 242 	 248
288961 	 266 	 238 	 246
288962 	 266 	 242 	 1396
288963 	 266 	 238 	 246
288964 	 268 	 242 	 246
288965 	 264 	 244 	 246
288966 	 264 	 240 	 246
288967 	 70 	 78 	 268
288968 	 262 	 78 	 268
288969 	 266 	 80 	 272
288970 	 236 	 80 	 272
288971 	 262 	 240 	 240
288972 	 262 	 238 	 244
288973 	 1060 	 238 	 244
288974 	 262 	 242 	 248
288975 	 260 	 238 	 250
288976 	 264 	 248 	 246
288977 	 264 	 238 	 248
288978 	 264 	 242 	 246
288979 	 266 	 240 	 248
288980 	 260 	 240 	 248
288981 	 262 	 240 	 246
288982 	 264 	 246 	 246
288983 	 260 	 240 	 246
288984 	 264 	 244 	 246
288985 	 264 	 240 	 248
288986 	 262 	 242 	 244
288987 	 260 	 246 	 248
288988 	 268 	 240 	 246
288989 	 264 	 244 	 248
288990 	 266 	 244 	 248
288991 	 266 	 242 	 250
288992 	 260 	 238 	 248
288993 	 264 	 244 	 250
288994 	 268 	 1410 	 246
288995 	 262 	 242 	 248
288996 	 260 	 242 	 246
288997 	 264 	 242 	 244
288998 	 264 	 244 	 246
288999 	 262 	 242 	 244
289000 	 266 	 244 	 248
289001 	 262 	 240 	 250
289002 	 264 	 244 	 248
289003 	 264 	 242 	 246
289004 	 266 	 240 	 248
289005 	 938 	 240 	 250
289006 	 266 	 244 	 244
289007 	 262 	 242 	 248
289008 	 266 	 246 	 248
289009 	 268 	 242 	 244
289010 	 260 	 242 	 248
289011 	 266 	 244 	 250
289012 	 266 	 242 	 244
289013 	 264 	 242 	 250
289014 	 264 	 242 	 248
289015 	 264 	 242 	 248
289016 	 264 	 242 	 246
289017 	 264 	 242 	 248
289018 	 268 	 240 	 248
289019 	 262 	 242 	 248
289020 	 262 	 244 	 250
289021 	 268 	 240 	 246
289022 	 266 	 240 	 244
289023 	 264 	 242 	 242
289024 	 264 	 238 	 246
289025 	 268 	 240 	 250
289026 	 268 	 1410 	 246
289027 	 264 	 242 	 250
289028 	 264 	 240 	 244
289029 	 260 	 242 	 244
289030 	 260 	 246 	 248
289031 	 264 	 238 	 250
289032 	 264 	 242 	 242
289033 	 262 	 238 	 248
289034 	 262 	 240 	 250
289035 	 262 	 238 	 244
289036 	 264 	 242 	 248
289037 	 784 	 246 	 248
289038 	 258 	 244 	 252
289039 	 266 	 242 	 252
289040 	 262 	 238 	 244
289041 	 262 	 240 	 244
289042 	 262 	 244 	 242
289043 	 262 	 242 	 248
289044 	 264 	 244 	 248
289045 	 72 	 74 	 266
289046 	 266 	 76 	 270
289047 	 258 	 78 	 266
289048 	 264 	 78 	 270
289049 	 266 	 76 	 82
289050 	 264 	 78 	 270
289051 	 266 	 74 	 270
289052 	 266 	 244 	 248
289053 	 266 	 238 	 246
289054 	 266 	 242 	 250
289055 	 266 	 246 	 250
289056 	 258 	 238 	 246
289057 	 266 	 246 	 250
289058 	 268 	 1414 	 248
289059 	 266 	 242 	 248
289060 	 266 	 240 	 244
289061 	 266 	 242 	 248
289062 	 266 	 244 	 246
289063 	 268 	 246 	 246
289064 	 260 	 240 	 250
289065 	 266 	 240 	 244
289066 	 264 	 240 	 244
289067 	 266 	 242 	 248
289068 	 260 	 244 	 246
289069 	 732 	 242 	 244
289070 	 262 	 246 	 246
289071 	 264 	 242 	 246
289072 	 264 	 240 	 248
289073 	 262 	 242 	 250
289074 	 264 	 238 	 246
289075 	 264 	 244 	 252
289076 	 266 	 244 	 246
289077 	 268 	 244 	 244
289078 	 264 	 240 	 244
289079 	 266 	 244 	 244
289080 	 264 	 244 	 242
289081 	 262 	 238 	 244
289082 	 262 	 238 	 246
289083 	 266 	 244 	 250
289084 	 260 	 240 	 246
289085 	 262 	 242 	 244
289086 	 266 	 236 	 248
289087 	 268 	 242 	 248
289088 	 264 	 244 	 250
289089 	 262 	 242 	 246
289090 	 1464 	 244 	 248
289091 	 242 	 242 	 246
289092 	 266 	 242 	 246
289093 	 266 	 244 	 248
289094 	 266 	 242 	 248
289095 	 262 	 246 	 248
289096 	 264 	 238 	 248
289097 	 264 	 242 	 248
289098 	 264 	 244 	 250
289099 	 262 	 244 	 248
289100 	 262 	 240 	 246
289101 	 630 	 244 	 248
289102 	 264 	 244 	 248
289103 	 262 	 242 	 242
289104 	 264 	 246 	 246
289105 	 262 	 238 	 246
289106 	 264 	 242 	 248
289107 	 260 	 246 	 248
289108 	 268 	 238 	 248
289109 	 268 	 242 	 242
289110 	 268 	 240 	 246
289111 	 264 	 238 	 1426
289112 	 262 	 242 	 242
289113 	 258 	 244 	 248
289114 	 266 	 240 	 244
289115 	 258 	 242 	 246
289116 	 264 	 238 	 252
289117 	 260 	 244 	 246
289118 	 260 	 244 	 248
289119 	 266 	 240 	 244
289120 	 260 	 242 	 250
289121 	 264 	 244 	 248
289122 	 1314 	 242 	 246
289123 	 266 	 240 	 244
289124 	 262 	 244 	 246
289125 	 264 	 242 	 248
289126 	 264 	 240 	 244
289127 	 72 	 262 	 244
289128 	 264 	 76 	 270
289129 	 262 	 74 	 268
289130 	 264 	 76 	 270
289131 	 264 	 78 	 86
289132 	 264 	 78 	 270
289133 	 492 	 72 	 270
289134 	 266 	 242 	 246
289135 	 242 	 246 	 246
289136 	 264 	 242 	 248
289137 	 268 	 242 	 246
289138 	 264 	 242 	 250
289139 	 268 	 242 	 244
289140 	 262 	 244 	 248
289141 	 266 	 246 	 248
289142 	 266 	 242 	 248
289143 	 266 	 246 	 1410
289144 	 262 	 244 	 246
289145 	 260 	 242 	 242
289146 	 266 	 240 	 248
289147 	 266 	 242 	 248
289148 	 264 	 238 	 246
289149 	 264 	 242 	 244
289150 	 266 	 244 	 244
289151 	 264 	 242 	 250
289152 	 268 	 240 	 244
289153 	 266 	 240 	 246
289154 	 1276 	 246 	 246
289155 	 260 	 242 	 246
289156 	 268 	 238 	 244
289157 	 264 	 238 	 246
289158 	 266 	 240 	 246
289159 	 268 	 244 	 250
289160 	 260 	 238 	 248
289161 	 264 	 244 	 246
289162 	 264 	 236 	 250
289163 	 266 	 242 	 246
289164 	 262 	 242 	 248
289165 	 348 	 240 	 246
289166 	 268 	 242 	 246
289167 	 264 	 244 	 248
289168 	 266 	 242 	 250
289169 	 268 	 246 	 250
289170 	 264 	 244 	 244
289171 	 264 	 246 	 250
289172 	 266 	 244 	 250
289173 	 264 	 242 	 250
289174 	 264 	 240 	 248
289175 	 264 	 244 	 1402
289176 	 260 	 242 	 252
289177 	 264 	 246 	 246
289178 	 264 	 242 	 246
289179 	 264 	 244 	 244
289180 	 264 	 244 	 246
289181 	 266 	 242 	 244
289182 	 266 	 242 	 248
289183 	 260 	 244 	 244
289184 	 266 	 246 	 248
289185 	 264 	 242 	 244
289186 	 1166 	 240 	 248
289187 	 260 	 242 	 250
289188 	 262 	 244 	 248
289189 	 262 	 242 	 246
289190 	 264 	 246 	 250
289191 	 268 	 242 	 248
289192 	 264 	 244 	 250
289193 	 262 	 244 	 244
289194 	 266 	 240 	 244
289195 	 264 	 238 	 248
289196 	 268 	 240 	 246
289197 	 298 	 242 	 246
289198 	 264 	 240 	 248
289199 	 260 	 242 	 246
289200 	 264 	 246 	 246
289201 	 262 	 244 	 246
289202 	 262 	 244 	 246
289203 	 262 	 238 	 250
289204 	 264 	 240 	 246
289205 	 258 	 244 	 248
289206 	 260 	 240 	 250
289207 	 264 	 248 	 1396
289208 	 132 	 240 	 246
289209 	 72 	 74 	 274
289210 	 264 	 76 	 272
289211 	 266 	 76 	 268
289212 	 264 	 240 	 244
289213 	 282 	 246 	 248
289214 	 262 	 246 	 248
289215 	 264 	 242 	 248
289216 	 264 	 242 	 250
289217 	 264 	 244 	 248
289218 	 1032 	 246 	 248
289219 	 266 	 244 	 246
289220 	 264 	 242 	 248
289221 	 266 	 242 	 248
289222 	 264 	 244 	 248
289223 	 262 	 244 	 248
289224 	 266 	 244 	 250
289225 	 264 	 242 	 248
289226 	 266 	 244 	 246
289227 	 264 	 244 	 246
289228 	 264 	 246 	 242
289229 	 264 	 240 	 246
289230 	 268 	 242 	 248
289231 	 266 	 246 	 246
289232 	 266 	 244 	 250
289233 	 266 	 244 	 248
289234 	 264 	 242 	 244
289235 	 262 	 244 	 246
289236 	 264 	 238 	 244
289237 	 264 	 240 	 244
289238 	 266 	 242 	 252
289239 	 264 	 1406 	 248
289240 	 264 	 242 	 242
289241 	 266 	 242 	 248
289242 	 262 	 240 	 246
289243 	 268 	 244 	 250
289244 	 266 	 240 	 250
289245 	 268 	 240 	 248
289246 	 264 	 240 	 244
289247 	 262 	 240 	 250
289248 	 262 	 242 	 246
289249 	 262 	 238 	 248
289250 	 906 	 244 	 246
289251 	 260 	 244 	 250
289252 	 260 	 244 	 250
289253 	 266 	 242 	 248
289254 	 264 	 244 	 250
289255 	 264 	 242 	 248
289256 	 262 	 238 	 244
289257 	 266 	 242 	 250
289258 	 266 	 244 	 248
289259 	 266 	 244 	 248
289260 	 266 	 246 	 246
289261 	 262 	 242 	 246
289262 	 264 	 242 	 250
289263 	 262 	 244 	 250
289264 	 262 	 242 	 248
289265 	 264 	 244 	 248
289266 	 262 	 242 	 248
289267 	 266 	 240 	 250
289268 	 262 	 242 	 248
289269 	 262 	 244 	 248
289270 	 264 	 240 	 248
289271 	 266 	 1412 	 250
289272 	 240 	 242 	 244
289273 	 260 	 240 	 244
289274 	 264 	 246 	 250
289275 	 262 	 240 	 244
289276 	 268 	 244 	 250
289277 	 266 	 242 	 246
289278 	 264 	 240 	 248
289279 	 268 	 242 	 244
289280 	 264 	 240 	 244
289281 	 268 	 240 	 244
289282 	 872 	 238 	 248
289283 	 266 	 240 	 248
289284 	 264 	 242 	 244
289285 	 266 	 242 	 250
289286 	 262 	 244 	 244
289287 	 74 	 78 	 266
289288 	 260 	 78 	 270
289289 	 262 	 80 	 268
289290 	 266 	 216 	 80
289291 	 258 	 80 	 266
289292 	 262 	 78 	 268
289293 	 260 	 78 	 246
289294 	 268 	 240 	 244
289295 	 264 	 242 	 244
289296 	 266 	 240 	 244
289297 	 266 	 242 	 246
289298 	 262 	 240 	 248
289299 	 266 	 242 	 246
289300 	 266 	 238 	 246
289301 	 268 	 238 	 244
289302 	 266 	 246 	 250
289303 	 262 	 1414 	 246
289304 	 264 	 244 	 246
289305 	 262 	 240 	 250
289306 	 262 	 242 	 244
289307 	 262 	 244 	 244
289308 	 264 	 244 	 248
289309 	 264 	 242 	 248
289310 	 264 	 238 	 250
289311 	 268 	 246 	 246
289312 	 264 	 238 	 248
289313 	 264 	 240 	 244
289314 	 760 	 242 	 246
289315 	 266 	 242 	 246
289316 	 266 	 242 	 248
289317 	 266 	 240 	 244
289318 	 266 	 242 	 250
289319 	 266 	 238 	 244
289320 	 258 	 238 	 246
289321 	 264 	 242 	 248
289322 	 266 	 246 	 250
289323 	 262 	 242 	 250
289324 	 262 	 244 	 250
289325 	 262 	 242 	 246
289326 	 266 	 240 	 248
289327 	 268 	 242 	 244
289328 	 264 	 242 	 246
289329 	 264 	 246 	 244
289330 	 266 	 240 	 244
289331 	 264 	 240 	 244
289332 	 258 	 242 	 246
289333 	 262 	 246 	 248
289334 	 266 	 240 	 250
289335 	 262 	 1412 	 246
289336 	 260 	 246 	 248
289337 	 260 	 240 	 246
289338 	 260 	 246 	 244
289339 	 268 	 240 	 242
289340 	 266 	 244 	 248
289341 	 260 	 238 	 246
289342 	 266 	 244 	 250
289343 	 268 	 244 	 250
289344 	 264 	 246 	 250
289345 	 262 	 238 	 246
289346 	 590 	 242 	 244
289347 	 268 	 244 	 246
289348 	 266 	 238 	 246
289349 	 262 	 246 	 246
289350 	 264 	 244 	 248
289351 	 266 	 240 	 250
289352 	 268 	 244 	 246
289353 	 264 	 240 	 250
289354 	 266 	 240 	 246
289355 	 266 	 240 	 248
289356 	 262 	 246 	 1624
289357 	 240 	 242 	 246
289358 	 262 	 238 	 246
289359 	 262 	 242 	 248
289360 	 262 	 242 	 250
289361 	 258 	 242 	 244
289362 	 264 	 246 	 246
289363 	 264 	 240 	 244
289364 	 264 	 240 	 248
289365 	 266 	 244 	 250
289366 	 250 	 256 	 250
289367 	 72 	 262 	 250
289368 	 76 	 76 	 270
289369 	 262 	 76 	 266
289370 	 268 	 76 	 268
289371 	 266 	 242 	 248
289372 	 262 	 240 	 248
289373 	 506 	 242 	 244
289374 	 258 	 242 	 246
289375 	 262 	 244 	 250
289376 	 266 	 244 	 242
289377 	 262 	 240 	 248
289378 	 258 	 244 	 246
289379 	 262 	 240 	 248
289380 	 264 	 246 	 246
289381 	 266 	 244 	 246
289382 	 266 	 240 	 244
289383 	 270 	 242 	 1396
289384 	 260 	 240 	 246
289385 	 262 	 242 	 248
289386 	 266 	 238 	 244
289387 	 264 	 244 	 250
289388 	 264 	 246 	 250
289389 	 264 	 248 	 248
289390 	 262 	 244 	 248
289391 	 264 	 242 	 248
289392 	 264 	 244 	 246
289393 	 264 	 242 	 248
289394 	 1292 	 242 	 248
289395 	 264 	 238 	 248
289396 	 268 	 242 	 242
289397 	 262 	 244 	 252
289398 	 266 	 244 	 248
289399 	 264 	 244 	 248
289400 	 262 	 242 	 244
289401 	 268 	 244 	 250
